name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,Dövüşçü Kimliği
Chad Reiner,33,18,180.34,77.1,182.04,1.0,42.0,0.53,0.2,1.97,0.46,0.99,0.33,0.25,2.0,375
Sean Salmon,18,21,177.8,83.9,182.04,2.0,46.0,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,2114
Elvis Sinosic,7,11,190.5,93.0,195.58,1.0,53.0,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,726
Assuerio Silva,16,8,177.8,109.3,182.04,1.0,49.0,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,194
David Lee,12,10,177.8,70.3,182.04,1.0,37.0,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0,601
Victor Valimaki,18,10,182.88,93.0,182.04,1.0,37.0,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0,2365
Brad Imes,13,7,200.66,120.2,182.04,1.0,47.0,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0,264
Josh Haynes,14,11,175.26,77.1,182.04,1.0,46.0,1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0,1249
Dokonjonosuke Mishima,21,7,170.18,70.3,182.04,2.0,51.0,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,653
Drew Fickett,42,21,177.8,70.3,177.8,1.0,44.0,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,676
Rex Holman,4,2,190.5,93.0,182.04,2.0,37.0,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0,1939
Sam Hoger,10,4,187.96,93.0,182.04,1.0,43.0,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,2078
Chris Price,19,4,187.96,83.9,182.04,2.0,41.0,1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2,428
Ross Pointon,6,17,172.72,77.1,182.04,1.0,44.0,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0,2036
Marcio Cruz,8,3,193.04,105.2,182.04,1.0,45.0,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6,1540
Jeff Joslin,5,3,182.88,77.1,182.04,1.0,48.0,2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5,1066
Shonie Carter,51,31,177.8,77.1,182.04,2.0,51.0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,2162
Dave Menne,45,17,177.8,77.1,182.04,1.0,49.0,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,588
Logan Clark,18,6,187.96,83.9,182.04,1.0,39.0,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1,1457
Steve Byrnes,6,1,182.88,77.1,182.04,1.0,37.0,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0,2187
Jeff Monson,60,26,175.26,112.0,187.96,1.0,53.0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,1068
Sherman Pendergarst,11,18,185.42,106.6,182.04,1.0,56.0,1.23,0.36,3.08,0.16,4.62,1.0,0.0,0.0,2159
Josh Shockman,6,3,193.04,106.6,182.04,2.0,43.0,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,1259
Edwin DeWees,38,17,185.42,83.9,182.04,1.0,41.0,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3,712
Jeremy Jackson,9,5,177.8,77.1,182.04,1.0,41.0,0.71,0.27,2.03,0.25,1.52,0.4,0.58,0.0,1077
Gideon Ray,17,15,177.8,83.9,182.04,2.0,50.0,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0,846
Justin James,13,7,177.8,70.3,182.04,1.0,47.0,1.34,0.36,2.68,0.5,0.0,0.0,0.5,1.6,1297
Ken Shamrock,28,17,185.42,93.0,182.88,1.0,60.0,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,1354
Crafton Wallace,18,6,182.88,83.9,182.04,1.0,48.0,1.55,0.44,2.36,0.47,0.0,0.0,0.42,0.0,492
Mario Neto,13,5,182.88,103.9,182.04,1.0,37.0,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0,1559
Danny Abbadi,4,6,180.34,70.3,182.04,1.0,40.0,3.29,0.38,4.41,0.57,0.0,0.0,0.77,0.0,557
Rob MacDonald,5,4,190.5,93.0,198.12,1.0,45.0,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,1974
Wes Combs,20,6,187.96,93.0,182.04,1.0,50.0,2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0,2403
Cory Walmsley,8,2,182.88,93.0,182.04,1.0,37.0,0.79,1.0,1.18,0.5,0.0,0.0,0.0,0.0,489
Yuki Sasaki,25,22,187.96,83.9,182.04,1.0,47.0,1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0,2445
Jason Von Flue,14,12,182.88,77.1,182.04,1.0,48.0,1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5,1052
Kristof Midoux,6,10,185.42,99.8,182.04,1.0,49.0,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0,1399
Sammy Morgan,18,12,177.8,77.1,182.04,1.0,42.0,1.05,0.22,3.74,0.4,1.43,0.2,0.0,0.5,2083
Dan Christison,20,7,203.2,120.2,182.04,1.0,51.0,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1,525
Joe Jordan,49,14,167.64,70.3,182.04,1.0,45.0,1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0,1138
Gilbert Aldana,6,2,185.42,113.4,182.04,1.0,46.0,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,849
Branden Lee Hinkle,17,11,190.5,106.6,182.04,1.0,50.0,2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3,273
Kristian Rothaermel,4,3,182.88,93.0,182.04,0.0,52.0,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0,1398
Justin Levens,10,7,180.34,83.9,182.04,1.0,43.0,1.24,0.47,3.15,0.37,1.69,0.5,0.33,5.1,1302
Solomon Hutcherson,11,7,180.34,83.9,182.04,2.0,51.0,2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0,2172
Royce Gracie,15,2,185.42,79.4,182.04,2.0,57.0,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,2042
Fabiano Scherner,11,10,190.5,116.6,182.04,1.0,51.0,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0,759
Rick Davis,3,1,175.26,70.3,182.04,1.0,37.0,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,1959
Nick Thompson,38,14,185.42,77.1,187.96,1.0,42.0,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,1783
David Terrell,6,2,185.42,83.9,182.04,2.0,46.0,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,608
Derrick Noble,27,15,175.26,77.1,182.04,2.0,45.0,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0,633
Ansar Chalangov,14,5,175.26,77.1,182.04,1.0,44.0,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6,146
Trevor Prangley,34,11,185.42,83.9,190.5,1.0,51.0,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0,2326
Steve Vigneault,12,6,177.8,83.9,182.04,1.0,46.0,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0,2198
Tom Murphy,8,0,187.96,103.0,182.04,2.0,49.0,2.5,0.71,0.17,0.84,7.51,0.85,0.0,2.5,2296
Icho Larenas,6,5,190.5,106.6,182.04,1.0,44.0,0.17,0.15,2.5,0.28,0.0,0.0,0.14,0.0,928
Justin Eilers,19,7,185.42,106.6,182.04,1.0,45.0,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0,1294
Mike van Arsdale,8,5,187.96,93.0,182.04,3.0,58.0,1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0,1702
Mike Whitehead,27,8,185.42,93.0,182.04,1.0,42.0,1.62,0.33,2.36,0.59,3.59,0.43,0.77,0.3,1699
Alex Karalexis,10,6,172.72,70.3,167.64,1.0,46.0,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,66
Kevin Jordan,11,9,190.5,111.1,182.04,1.0,53.0,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,1372
Jeff Newton,4,2,187.96,93.0,182.04,4.0,57.0,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,1069
Kit Cope,6,7,182.88,77.1,182.04,1.0,47.0,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5,1390
Kerry Schall,24,13,187.96,120.2,182.04,1.0,52.0,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,1361
Sean Gannon,2,1,190.5,120.2,182.04,2.0,37.0,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,2109
Keigo Kunihara,3,2,182.88,106.6,182.04,1.0,37.0,0.17,0.1,1.99,0.57,4.97,0.4,1.0,2.5,1342
Tra Telligman,7,5,187.96,105.7,182.04,1.0,59.0,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0,2315
Brian Gassaway,29,20,185.42,77.1,182.04,1.0,51.0,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,295
Matt Lindland,22,9,182.88,83.9,187.96,2.0,53.0,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,1612
Bill Mahood,20,7,190.5,90.7,182.04,1.0,57.0,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9,241
Koji Oishi,25,10,172.72,77.1,182.04,1.0,46.0,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0,1394
Travis Wiuff,75,21,190.5,93.0,182.04,1.0,46.0,0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2,2320
John Marsh,8,7,182.88,120.2,182.04,1.0,53.0,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4,1180
Bobby Southworth,10,6,187.96,93.0,182.04,1.0,54.0,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3,255
Jason Thacker,0,1,177.8,83.9,182.04,1.0,48.0,0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0,1051
Chris Sanford,5,1,180.34,83.9,182.04,1.0,56.0,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,429
Lodune Sincaid,15,9,175.26,83.9,182.04,1.0,50.0,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,1456
Alex Schoenauer,15,10,190.5,83.9,182.04,1.0,47.0,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9,74
Josh Rafferty,9,8,182.88,77.1,182.04,1.0,43.0,0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0,1255
Mike Kyle,22,14,193.04,93.0,195.58,1.0,43.0,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8,1682
Renato Verissimo,7,5,185.42,77.1,182.04,1.0,50.0,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5,1935
Tony Fryklund,14,9,182.88,83.9,182.04,1.0,53.0,3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5,2305
Vernon White,26,33,182.88,93.0,182.04,2.0,52.0,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0,2357
Ronald Jhun,24,26,180.34,77.1,182.04,1.0,53.0,1.45,0.57,3.01,0.5,1.81,1.0,1.0,0.0,2020
Kimo Leopoldo,10,7,190.5,106.6,182.04,1.0,56.0,0.76,0.83,2.12,0.3,4.55,1.0,0.0,2.3,1389
Curtis Stout,11,12,185.42,83.9,182.04,2.0,50.0,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0,503
Tiki Ghosn,10,7,177.8,77.1,182.04,1.0,47.0,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0,2267
Wesley Correira,20,16,190.5,117.9,182.04,1.0,45.0,2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0,2405
Wes Sims,24,14,208.28,117.9,182.04,1.0,44.0,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,2404
Jonathan Wiezorek,11,2,190.5,113.4,182.04,2.0,46.0,1.27,0.58,5.47,0.31,1.91,0.2,0.0,0.0,1208
Wade Shipp,11,5,190.5,111.1,182.04,1.0,49.0,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,2387
Genki Sudo,15,4,175.26,70.3,182.04,1.0,46.0,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,832
Carlos Newton,16,14,175.26,77.1,182.04,1.0,47.0,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,355
Lee Murray,8,2,190.5,83.9,182.04,1.0,46.0,0.36,0.15,3.28,0.32,0.9,1.0,0.42,1.8,1434
Falaniko Vitale,30,11,177.8,83.9,182.04,1.0,49.0,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0.0,765
David Abbott,10,15,182.88,120.2,182.04,3.0,37.0,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,592
Pedro Rizzo,20,11,185.42,109.3,182.04,1.0,49.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,1861
Ricco Rodriguez,53,25,193.04,120.2,182.04,1.0,46.0,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,1949
Keith Rockel,12,4,182.88,83.9,182.04,1.0,37.0,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6,1349
Chris Liguori,15,10,175.26,83.9,182.04,1.0,37.0,0.29,0.33,1.44,0.0,0.0,0.0,0.5,0.0,426
Nick Agallar,24,6,172.72,70.3,182.04,1.0,45.0,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0,1768
Gan McGee,13,5,208.28,120.2,182.04,1.0,47.0,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0,821
Dave Strasser,25,8,177.8,77.1,182.04,1.0,54.0,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0,589
Gerald Strebendt,9,7,175.26,70.3,182.04,1.0,45.0,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4,840
Eddie Ruiz,1,1,170.18,70.3,182.04,1.0,56.0,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0,698
Romie Aram,7,1,177.8,77.1,182.04,1.0,46.0,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0,2016
Sean Alvarez,4,3,182.88,106.6,182.04,1.0,52.0,0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0,2106
Richard Crunkilton,19,4,170.18,70.3,182.04,1.0,44.0,1.72,0.41,1.45,0.58,4.08,0.61,0.65,1.3,1953
Mark Weir,21,18,187.96,83.9,182.04,2.0,56.0,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,1578
Alexandre Dantas,0,3,187.96,108.0,182.04,1.0,45.0,0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1,88
Gil Castillo,8,5,175.26,77.1,182.04,2.0,58.0,0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0,848
Ian Freeman,20,7,180.34,102.1,182.04,1.0,57.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,922
Phillip Miller,16,0,180.34,83.9,182.04,1.0,45.0,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6,1879
Benji Radach,21,7,177.8,83.9,182.04,1.0,44.0,2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4,230
Eugene Jackson,15,9,172.72,83.9,182.04,1.0,57.0,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3,753
Leigh Remedios,18,10,170.18,70.3,182.04,1.0,48.0,0.75,0.41,1.36,0.68,0.0,0.0,0.33,0.0,1435
James Zikic,21,10,187.96,93.0,182.04,1.0,47.0,1.47,0.35,1.6,0.44,0.5,0.25,0.74,0.5,1011
Chris Haseman,20,17,180.34,93.0,182.04,1.0,54.0,0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0,420
Nick Serra,7,3,175.26,77.1,182.04,1.0,46.0,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0,1782
Zach Light,9,11,172.72,77.1,182.04,1.0,50.0,0.81,0.33,1.9,0.48,1.36,1.0,0.0,0.0,2456
Steve Berger,21,23,180.34,77.1,182.04,1.0,50.0,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7,2184
Rodrigo Ruas,4,5,177.8,83.9,182.04,1.0,46.0,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0,1994
Joao Pierini,4,1,185.42,70.3,182.04,3.0,52.0,0.76,0.14,4.56,0.33,0.0,0.0,0.0,0.0,1124
Murilo Bustamante,15,8,187.96,83.0,182.04,1.0,57.0,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2,1735
Tsuyoshi Kohsaka,27,19,180.34,102.1,182.04,1.0,54.0,1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4,2332
Paul Creighton,3,1,167.64,70.3,182.04,2.0,53.0,0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0,1842
Amar Suloev,24,7,175.26,83.0,182.04,1.0,47.0,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3,111
Andrei Semenov,34,9,182.88,83.9,182.04,1.0,46.0,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,133
Hayato Sakurai,38,13,170.18,76.2,182.04,1.0,48.0,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3,890
Pat Miletich,29,7,177.8,77.1,182.04,1.0,56.0,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0,1831
Pete Williams,12,6,190.5,106.6,182.04,1.0,48.0,0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9,1867
Kelly Dullanty,4,2,172.72,70.3,182.04,1.0,46.0,0.0,0.0,0.67,0.75,0.0,0.0,0.66,0.0,1351
Jutaro Nakao,25,19,175.26,77.1,182.04,2.0,53.0,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0,1311
Kevin Randleman,17,16,177.8,93.0,182.04,1.0,52.0,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,1376
Chris Brennan,21,13,172.72,77.1,182.04,1.0,52.0,0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1,407
Bobby Hoffman,36,10,187.96,111.1,182.04,1.0,55.0,2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2,252
Homer Moore,26,9,177.8,93.0,182.04,1.0,52.0,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0,908
Roberto Traven,6,4,190.5,103.0,182.04,1.0,55.0,0.92,0.5,2.77,0.57,0.0,0.0,0.0,0.0,1986
Fabiano Iha,9,5,172.72,70.3,182.04,1.0,53.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,758
Semmy Schilt,26,14,208.28,120.2,182.04,1.0,50.0,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1,2121
Yuki Kondo,60,33,180.34,83.0,182.04,2.0,48.0,1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5,2444
Paul Rodriguez,10,9,170.18,70.3,182.04,1.0,37.0,0.84,1.0,1.68,0.68,0.0,0.0,0.5,0.0,1850
Joey Gilbert,2,3,180.34,70.3,182.04,1.0,47.0,0.61,0.42,4.44,0.31,0.0,0.0,0.0,0.0,1157
Phil Johns,30,14,157.48,77.1,182.04,2.0,55.0,1.2,0.66,1.8,0.5,0.0,0.0,0.5,0.0,1875
Kenichi Yamamoto,5,12,182.88,77.1,182.04,1.0,47.0,0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,1357
Yoji Anjo,0,5,180.34,93.0,182.04,1.0,57.0,0.0,0.0,3.13,0.25,0.0,0.0,0.0,0.0,2435
Daiju Takase,12,15,182.88,77.1,182.04,2.0,45.0,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,511
Lance Gibson,4,5,175.26,83.9,182.04,1.0,53.0,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0,1420
Maurice Smith,12,14,187.96,100.2,182.04,1.0,62.0,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,1625
Aaron Brink,26,26,190.5,93.0,182.04,1.0,49.0,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0,4
John Lewis,3,4,182.88,70.3,182.04,2.0,37.0,0.0,0.0,4.0,0.66,0.0,0.0,0.0,0.0,1175
Mark Hughes,6,2,175.26,93.0,182.04,2.0,50.0,0.9,0.47,0.4,0.42,3.0,0.5,0.0,4.5,1570
Alex Stiebling,19,11,187.96,93.0,182.04,2.0,37.0,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,76
Ben Earwood,12,3,172.72,77.1,182.04,1.0,37.0,0.5,0.55,0.2,0.33,3.0,1.0,0.0,0.0,221
Dan Severn,101,19,187.96,113.4,182.04,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535
Laverne Clark,27,21,180.34,77.1,182.04,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430
Tedd Williams,7,1,185.42,124.7,182.04,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243
Tim Lajcik,7,6,185.42,102.1,182.04,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274
Tyrone Roberts,43,12,175.26,83.9,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338
David Dodd,4,7,187.96,90.7,182.04,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596
Amaury Bitetti,5,2,175.26,83.9,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
Alex Andrade,10,5,180.34,90.7,182.04,1.0,49.0,0.2,0.36,2.6,0.53,0.0,0.0,0.25,0.8,59
Marcelo Aguiar,2,3,177.8,77.1,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529
Joao Roque,7,2,167.64,70.3,182.04,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125
Nate Schroeder,11,10,185.42,104.3,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757
Adrian Serrano,56,29,172.72,77.1,182.04,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
Sanae Kikuta,31,9,175.26,90.7,182.04,1.0,52.0,0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8,2085
Ron Waterman,16,6,187.96,127.0,182.04,1.0,58.0,0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8,2018
Satoshi Honma,4,6,185.42,93.0,182.04,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094
Ikuhisa Minowa,60,42,175.26,82.1,182.04,1.0,48.0,0.88,0.4,1.66,0.49,1.82,0.41,0.05,1.9,937
Joe Slick,16,5,182.88,90.3,182.04,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146
Steve Judson,0,2,180.34,104.3,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192
Jermaine Andre,14,4,170.18,90.7,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082
Bob Cook,5,0,175.26,77.1,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249
David Velasquez,10,10,165.1,65.8,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610
Scott Adams,8,1,182.88,102.1,182.04,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095
Brad Gumm,10,6,180.34,77.1,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263
Katsuhisa Fujii,9,18,182.88,93.0,182.04,1.0,51.0,4.0,0.5,4.43,0.64,2.14,0.25,0.5,2.1,1333
Jason DeLucia,33,21,180.34,86.2,182.04,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036
Keiichiro Yamamiya,45,35,180.34,83.9,182.04,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343
Masutatsu Yano,2,4,175.26,89.8,182.04,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595
Frank Shamrock,23,10,177.8,83.9,182.04,1.0,51.0,4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,800
Jason Godsey,16,16,187.96,104.3,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
Brad Kohler,12,15,175.26,99.8,182.04,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266
Paul Jones,11,1,175.26,90.3,182.04,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847
Valeri Ignatov,1,2,175.26,77.1,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350
Lowell Anderson,0,1,167.64,72.6,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465
Marco Ruas,9,4,185.42,95.2,182.04,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543
Andre Pederneiras,1,1,172.72,70.3,182.04,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124
Flavio Luiz Moura,19,7,180.34,83.0,182.04,0.0,37.0,0.67,0.16,0.0,0.0,0.0,0.0,0.0,0.0,781
Royce Alger,3,2,177.8,90.3,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041
Andre Roberts,14,2,187.96,156.5,182.04,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126
Travis Fulton,253,53,182.88,108.9,182.04,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318
Bas Rutten,28,4,185.42,93.0,182.04,1.0,59.0,5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0,212
Tony Petarra,2,3,180.34,88.9,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309
Marcelo Mello,1,0,170.18,77.1,182.04,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532
David Roberts,5,8,185.42,77.1,182.04,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607
Chris Condo,0,1,182.88,152.0,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411
Guy Mezger,30,14,185.42,90.7,182.04,1.0,56.0,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0,879
Gary Goodridge,23,22,190.5,112.9,182.04,1.0,58.0,1.84,0.56,2.14,0.48,0.4,1.0,0.53,0.8,825
Sione Latu,1,0,182.88,97.5,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167
Joey Roberts,4,3,187.96,90.7,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159
Jorge Patino,38,19,172.72,77.1,182.04,1.0,50.0,1.33,0.3,3.14,0.53,0.54,0.25,0.5,0.0,1224
Jerry Bohlander,11,4,180.34,90.3,182.04,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085
Mikey Burnett,5,2,167.64,77.1,182.04,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703
Townsend Saunders,0,2,165.1,77.1,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314
Darrel Gholar,5,6,172.72,88.0,182.04,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573
